alcaldia_cumplimiento,colonia_cumpliemiento,Average of valor_unitario_suelo
ALVARO OBREGON,1RA AMPLIACION PRESIDENTES,1545.37
ALVARO OBREGON,1RA SECCION CAÃ¯Â¿Â½ADA,1184.55301
ALVARO OBREGON,1RA VICTORIA,1889.886175
ALVARO OBREGON,2DA AMPLIACION PRESIDENTES,1545.37
ALVARO OBREGON,2DA DEL MORAL DEL PUEBLO TETELPAN,2793.65
ALVARO OBREGON,2DA SECCION CAÃ¯Â¿Â½ADA,1177.92
ALVARO OBREGON,2DO REACOMODO TLACUITLAPA,1342.376437
ALVARO OBREGON,8 DE AGOSTO,3953.924498
ALVARO OBREGON,ABRAHAM M GONZALEZ,2010.8
ALVARO OBREGON,ACUEDUCTO,1563.16
ALVARO OBREGON,ACUILOTLA,1863.89
ALVARO OBREGON,ALCANTARILLA,2486.335833
ALVARO OBREGON,ALFONSO XIII,2596.373539
ALVARO OBREGON,ALTAVISTA,7560.485667
ALVARO OBREGON,AMPLIACION ACUEDUCTO,1499.73
ALVARO OBREGON,AMPLIACION ALPES,2462.18
ALVARO OBREGON,AMPLIACION EL CAPULIN,1563.16
ALVARO OBREGON,AMPLIACION ESTADO DE HIDALGO,1476.84
ALVARO OBREGON,AMPLIACION JALALPA,803.32
ALVARO OBREGON,AMPLIACION LA CEBADA,1148.756691
ALVARO OBREGON,AMPLIACION LA MEXICANA,976.2946154
ALVARO OBREGON,AMPLIACION LAS AGUILAS,1802.43
ALVARO OBREGON,AMPLIACION LOS PIRULES,1476.84
ALVARO OBREGON,AMPLIACION PILOTO ADOLFO LOPEZ MATEOS,1326.266208
ALVARO OBREGON,AMPLIACION TEPEACA,1057.83
ALVARO OBREGON,AMPLIACION TLACUITLAPA,1342.03
ALVARO OBREGON,ARCOS CENTENARIO,1358.62
ALVARO OBREGON,ARTURO MARTINEZ,1880.407802
ALVARO OBREGON,ARVIDE,2004.886517
ALVARO OBREGON,ATLAMAYA,4275.98
ALVARO OBREGON,AVE REAL,1057.83
ALVARO OBREGON,BALCONES DE CEHUAYO,1529.25096
ALVARO OBREGON,BARRIO ALFALFAR,2582.93
ALVARO OBREGON,BARRIO LA OTRA BANDA,8660.964701
ALVARO OBREGON,BARRIO LORETO,9299.902145
ALVARO OBREGON,BARRIO NORTE,1671.383438
ALVARO OBREGON,BARRIO SANTA MARIA NONOALCO,2729.68
ALVARO OBREGON,BEJERO DEL PUEBLO SANTA FE,2832.99
ALVARO OBREGON,BELEM DE LAS FLORES,2033.37
ALVARO OBREGON,BELLAVISTA,1659.02
ALVARO OBREGON,BONANZA,2010.8
ALVARO OBREGON,BOSQUE,1788.36
ALVARO OBREGON,CALZADA JALALPA,1250.574138
ALVARO OBREGON,CAMPESTRE,7643.896752
ALVARO OBREGON,CAMPO DE TIRO LOS GAMITOS,1153.95
ALVARO OBREGON,CANUTILLO,1659.2
ALVARO OBREGON,CANUTILLO 2DA SECCION,1809.230922
ALVARO OBREGON,CANUTILLO 3RA SECCION,1659.2
ALVARO OBREGON,CARLOS A MADRAZO,4207.753796
ALVARO OBREGON,CAROLA,4299.89
ALVARO OBREGON,CEHUAYA,1222.332041
ALVARO OBREGON,CHIMALISTAC,7991.50978
ALVARO OBREGON,COLINA DEL SUR,2393.03
ALVARO OBREGON,COLINAS DE TARANGO,1375.087196
ALVARO OBREGON,COOPERATIVA UNION OLIVOS,1122.36
ALVARO OBREGON,CORPUS CHRISTY,1551.706461
ALVARO OBREGON,COVE,2400.71
ALVARO OBREGON,CRISTO REY,2293.667123
ALVARO OBREGON,CUEVITAS,2586.506
ALVARO OBREGON,DESARROLLO URBANO,815.5115741
ALVARO OBREGON,DOS RIOS DEL PUEBLO DE SANTA LUCIA,1730.2
ALVARO OBREGON,EL ARBOL,1256.614
ALVARO OBREGON,EL BOSQUE 2A SECC,1788.36
ALVARO OBREGON,EL CAPULIN,2463.201953
ALVARO OBREGON,EL CUERNITO,3210.05
ALVARO OBREGON,EL ENCINO DEL PUEBLO TETELPAN,1949.550606
ALVARO OBREGON,EL MIRADOR DEL PUEBLO TETELPAN,1950.88
ALVARO OBREGON,EL PIRU 2DA AMPLIACION,1320.71
ALVARO OBREGON,EL PIRU SANTA FE,1310.856154
ALVARO OBREGON,EL PIRUL,1377.81
ALVARO OBREGON,EL POCITO,1125.192432
ALVARO OBREGON,EL POLITOCO,1452.780303
ALVARO OBREGON,EL RINCON,1635.16
ALVARO OBREGON,EL RODEO,1020.41
ALVARO OBREGON,EL RUEDO,1342.03
ALVARO OBREGON,EL TEJOCOTE,919.7062553
ALVARO OBREGON,ERMITA TIZAPAN,3164.311151
ALVARO OBREGON,ESTADO DE HIDALGO,1188.19
ALVARO OBREGON,EX HACIENDA DE TARANGO,2818.65
ALVARO OBREGON,EX-HACIENDA DE GUADALUPE CHIMALISTAC,7977.125397
ALVARO OBREGON,FLOR DE MARIA,3970.998722
ALVARO OBREGON,FLORIDA,6542.928866
ALVARO OBREGON,FRANCISCO VILLA,2010.8
ALVARO OBREGON,GALEANA,1548.487969
ALVARO OBREGON,GARCIMARRERO,1470.86
ALVARO OBREGON,GOLONDRINAS,973.78
ALVARO OBREGON,GOLONDRINAS 1RA SECCION,1373.599049
ALVARO OBREGON,GOLONDRINAS 2DA SECCION,973.78
ALVARO OBREGON,GUADALUPE INN,10095.36055
ALVARO OBREGON,HERON PROAL,1358.62
ALVARO OBREGON,HIDALGO,2659.25
ALVARO OBREGON,HOGAR Y REDENCION,1642.900201
ALVARO OBREGON,HUEYTLALE,1732.882517
ALVARO OBREGON,ISIDRO FABELA,2010.8
ALVARO OBREGON,JALALPA EL GRANDE,1188.19
ALVARO OBREGON,JALALPA TEPITO,847.2617749
ALVARO OBREGON,JALALPA TEPITO 2DA AMPLIACION,1143.085159
ALVARO OBREGON,JARDINES DEL PEDREGAL,4925.414919
ALVARO OBREGON,JOSE MARIA PINO SUAREZ,1929.693862
ALVARO OBREGON,LA ANGOSTURA,1648.421687
ALVARO OBREGON,LA ARAÃ¯Â¿Â½A,1476.84
ALVARO OBREGON,LA CASCADA,1395.13
ALVARO OBREGON,LA CONCHITA,2047.48
ALVARO OBREGON,LA ESTRELLA,2209.944561
ALVARO OBREGON,LA HERRADURA DEL PUEBLO TETELPAN,2121.6
ALVARO OBREGON,LA HUERTA,1282.28
ALVARO OBREGON,LA JOYA,2010.8
ALVARO OBREGON,LA JOYITA DEL PUEBLO TETELPAN,1775.4
ALVARO OBREGON,LA MARTINICA,1455.685787
ALVARO OBREGON,LA MEXICANA,1150.326901
ALVARO OBREGON,LA MEXICANA 2DA AMPLIACION,1028.367727
ALVARO OBREGON,LA MILAGROSA,1119.84
ALVARO OBREGON,LA PALMITA,941.93
ALVARO OBREGON,LA PEÃ¯Â¿Â½ITA DEL PUEBLO TETELPAN,1859.325217
ALVARO OBREGON,LA PEï¿½ITA DEL PUEBLO TETELPAN,1775.4
ALVARO OBREGON,LA PRESA,1349.71
ALVARO OBREGON,LADERA,1153.95
ALVARO OBREGON,LAS AGUILAS,2550.710905
ALVARO OBREGON,LAS AGUILAS 1RA SECCION,2393.93
ALVARO OBREGON,LAS AGUILAS 2DO PARQUE,894.3924324
ALVARO OBREGON,LAS AGUILAS 3ER PARQUE,1969.212877
ALVARO OBREGON,LAS AMERICAS,3627.64
ALVARO OBREGON,LIBERACION PROLETARIA,1133.39
ALVARO OBREGON,LIBERALES DE 1857,1545.18
ALVARO OBREGON,LLANO REDONDO,1849.379556
ALVARO OBREGON,LOMAS AXOMIATLA,2219.665889
ALVARO OBREGON,LOMAS DE BECERRA,2605.637011
ALVARO OBREGON,LOMAS DE CAPULA,1377.81
ALVARO OBREGON,LOMAS DE CHAMONTOYA,859.1687839
ALVARO OBREGON,LOMAS DE GUADALUPE,2167.62
ALVARO OBREGON,LOMAS DE LA ERA,1059.241402
ALVARO OBREGON,LOMAS DE LAS AGUILAS,1936.78
ALVARO OBREGON,LOMAS DE LOS ANGELES PUEBLO TETELPAN,2113.32632
ALVARO OBREGON,LOMAS DE LOS CEDROS,1046.32
ALVARO OBREGON,LOMAS DE NUEVO MEXICO,1133.39
ALVARO OBREGON,LOMAS DE PLATEROS,4232.808851
ALVARO OBREGON,LOMAS DE PUERTA GRANDE,1365.53
ALVARO OBREGON,LOMAS DE SAN ANGEL INN,4130.518406
ALVARO OBREGON,LOMAS DE SAN BERNABE,1043.67
ALVARO OBREGON,LOMAS DE SANTA FE,5086.32
ALVARO OBREGON,LOMAS DE TARANGO,1968.746688
ALVARO OBREGON,LOS ALPES,4942.232829
ALVARO OBREGON,LOS CEDROS,1476.596911
ALVARO OBREGON,LOS GAMITOS,1282.28
ALVARO OBREGON,LOS JURISTAS,1365.53
ALVARO OBREGON,MARGARITA MAZA DE JUAREZ,1206.980222
ALVARO OBREGON,MARIA G DE GARCIA RUIZ,2010.8
ALVARO OBREGON,MARTIRES DE TACUBAYA,2010.8
ALVARO OBREGON,MERCED GOMEZ,2986.155476
ALVARO OBREGON,MIGUEL GAONA ARMENTA,1418.72
ALVARO OBREGON,MIGUEL HIDALGO,2283.37
ALVARO OBREGON,MINAS CRISTO REY,1463.306632
ALVARO OBREGON,MOLINO DE ROSAS,2768.64
ALVARO OBREGON,MOLINO DE SANTO DOMINGO,2000.11756
ALVARO OBREGON,OCOTILLOS DEL PUEBLO TETELPAN,1846.898036
ALVARO OBREGON,OLIVAR DE LOS PADRES,3015.962684
ALVARO OBREGON,OLIVAR DEL CONDE 1RA SECCION,2081.025583
ALVARO OBREGON,OLIVAR DEL CONDE 2DA SECCION,1435.28
ALVARO OBREGON,PALMAS,1483.05
ALVARO OBREGON,PALMAS AXOTITLA,1142.470463
ALVARO OBREGON,PARAISO,2010.8
ALVARO OBREGON,PASEO DE LAS LOMAS,11054.1467
ALVARO OBREGON,PILOTO ADOLFO LOPEZ MATEOS,1362.907793
ALVARO OBREGON,PIRU SANTA LUCIA,1430.918409
ALVARO OBREGON,POLVORA,2047.48
ALVARO OBREGON,PONCIANO ARRIAGA,1358.62
ALVARO OBREGON,PRECONCRETO,2166.22856
ALVARO OBREGON,PRESIDENTES,1545.37
ALVARO OBREGON,PROFESOR J ARTURO LOPEZ MARTINEZ,855.6
ALVARO OBREGON,PROGRESO TIZAPAN,3441.469688
ALVARO OBREGON,PUEBLO AXOTLA,4776.542339
ALVARO OBREGON,PUEBLO NUEVO,1897.03
ALVARO OBREGON,PUEBLO SANTA FE,2871.572542
ALVARO OBREGON,PUEBLO SANTA LUCIA,1252.527337
ALVARO OBREGON,PUEBLO SANTA LUCIA CHANTEPEC,1735.22
ALVARO OBREGON,PUEBLO SANTA ROSA XOCHIAC,853.3354279
ALVARO OBREGON,PUEBLO TETELPAN,2003.511659
ALVARO OBREGON,PUEBLO TIZAPAN,4713.112642
ALVARO OBREGON,PUEBLO TLACOPAC,6541.24
ALVARO OBREGON,PUENTE COLORADO,1923.623496
ALVARO OBREGON,PUERTA GRANDE,1260.575667
ALVARO OBREGON,PUNTA DE CEGUAYA,1103.351763
ALVARO OBREGON,RANCHO DEL CARMEN DEL PUEBLO SAN BARTOLO AMEYALCO,3833.92
ALVARO OBREGON,RANCHO SAN FRANCISCO DEL PBLO SAN BARTOLO AMEYALCO,8586.933038
ALVARO OBREGON,REACOMODO EL CUERNITO,1424.29
ALVARO OBREGON,REACOMODO PINO SUAREZ,2032.075045
ALVARO OBREGON,REACOMODO VALENTIN GOMEZ FARIAS,1375.01
ALVARO OBREGON,REAL DEL MONTE,1499.73
ALVARO OBREGON,RINCON DE LA BOLSA,1233.2
ALVARO OBREGON,RINCONADA DE TARANGO,2290.92
ALVARO OBREGON,RINCONADA LAS CUEVITAS,1342.03
ALVARO OBREGON,SACRAMENTO,2582.93
ALVARO OBREGON,SAN AGUSTIN DEL PUEBLO TETELPAN,2943.727703
ALVARO OBREGON,SAN ANGEL,8962.616915
ALVARO OBREGON,SAN ANGEL INN,7875.279857
ALVARO OBREGON,SAN BARTOLO AMEYALCO,1424.535062
ALVARO OBREGON,SAN CLEMENTE NORTE,2354.68
ALVARO OBREGON,SAN CLEMENTE SUR,2201.047744
