alcaldia_cumplimiento,colonia_cumpliemiento,Average of valor_unitario_suelo,Average of valor_suelo
BENITO JUAREZ,GENERAL PEDRO MA ANAYA,5940.534995929434,2261209.2584222844
BENITO JUAREZ,INDEPENDENCIA,4226.243604410708,267719.82493395486
BENITO JUAREZ,INSURGENTES MIXCOAC,7744.319639798513,1627023.9783560229
BENITO JUAREZ,INSURGENTES SAN BORJA,9050.802899850521,2095001.1173608436
BENITO JUAREZ,IZTACCIHUATL,3128.5206024096424,420560.6327343375
BENITO JUAREZ,JOSEFA ORTIZ DE DOMINGUEZ,4389.016012084598,535165.4057503053
BENITO JUAREZ,LETRAN VALLE,4693.481930642869,437611.30410540657
BENITO JUAREZ,MERCED GOMEZ,6287.8382082324615,484097.5057319063
BENITO JUAREZ,MIGUEL ALEMAN,4637.286265060245,659629.1537498491
BENITO JUAREZ,MIRAVALLE,3020.2524749163854,598898.9784661832
BENITO JUAREZ,MIXCOAC,5216.415571095555,988370.9251446057
BENITO JUAREZ,MODERNA,3690.2483163028323,344368.25232158636
BENITO JUAREZ,NAPOLES,10230.697456656779,788488.64820634
BENITO JUAREZ,NARVARTE ORIENTE,5020.891422120188,444094.4310923918
BENITO JUAREZ,NARVARTE PONIENTE,4717.40028714001,602146.3928138245
BENITO JUAREZ,NATIVITAS,2547.404537340078,310472.0292021462
BENITO JUAREZ,NIÃ¯Â¿Â½OS HEROES,4239.220129749701,238951.87147768264
BENITO JUAREZ,NIï¿½OS HEROES,4193.270000000001,858029.0759493671
BENITO JUAREZ,NOCHE BUENA,7112.179463601525,898318.4490869645
BENITO JUAREZ,PERIODISTA,4499.5305263158025,789255.2502073103
BENITO JUAREZ,PIEDAD NARVARTE,4654.725765370894,103769.63109812967
BENITO JUAREZ,PORTALES NORTE,2944.297083777248,296247.86954055476
BENITO JUAREZ,PORTALES ORIENTE,3003.324935672512,263333.95242943737
BENITO JUAREZ,PORTALES SUR,3188.087244999976,373927.43347618205
BENITO JUAREZ,POSTAL,3169.660189208117,404930.0881653789
BENITO JUAREZ,RESIDENCIAL EMPERADORES,4420.091054172761,4128824.8028477305
BENITO JUAREZ,SAN JOSE INSURGENTES,7618.149581425729,1087870.1532111787
BENITO JUAREZ,SAN JUAN,6864.47649265905,5371566.889558759
BENITO JUAREZ,SAN PEDRO DE LOS PINOS,4626.85205944797,889107.9330297809
BENITO JUAREZ,SAN SIMON TICUMAC,3829.7081958762847,446456.76559116243
BENITO JUAREZ,SANTA CRUZ ATOYAC,5171.39895505061,3080114.578237071
BENITO JUAREZ,SANTA MARIA NONOALCO,5511.107387820528,706915.8990453442
BENITO JUAREZ,TLACOQUEMECATL,7592.004615736507,1282795.1825521223
BENITO JUAREZ,VERTIZ NARVARTE,4945.046708268341,528843.5053049468
BENITO JUAREZ,XOCO,6316.076049647555,3948475.725080485
BENITO JUAREZ,ZACAHUITZCO,3753.4455488850786,303737.5524121032
COYOACAN,ADOLFO RUIZ CORTINEZ,1326.2995781250074,298889.0948001043
COYOACAN,AJUSCO,1437.2453170091726,479808.97314073576
COYOACAN,ALIANZA POPULAR REVOLUCIONARIA,4804.036388395496,321769.558767662
COYOACAN,ATLANTIDA,4255.490634573285,3113815.3758661565
COYOACAN,AVANTE,2960.6512845138113,395829.997779249
COYOACAN,BARRIO DEL NIÃ¯Â¿Â½O JESUS,3570.131795454592,505410.78375627956
COYOACAN,BARRIO DEL NIï¿½O JESUS,3975.709818181817,24625394
COYOACAN,BARRIO LA CONCEPCION,5047.396386986267,2558712.1033813325
COYOACAN,BARRIO OXTOPULCO UNIVERSIDAD,7940.416761363617,2773654.9507150752
COYOACAN,BARRIO SAN LUCAS,3533.3535156250164,929741.8453294656
COYOACAN,BARRIO SANTA CATARINA,5554.876778566841,3254965.17487555
COYOACAN,BOSQUES DE TETLAMEYA,5984.240401529613,2053324.6794690238
COYOACAN,CAFETALES,3829.5330029368592,681479.0319256238
COYOACAN,CAMPESTRE CHURUBUSCO,3974.537048089336,3880529.2805293356
COYOACAN,CAMPESTRE COYOACAN,3123.5099999999957,563729.401103909
COYOACAN,CANTIL DEL PEDREGAL,2953.560000000007,6447556.161933528
COYOACAN,CARMEN SERDAN,3273.75,323368.5973242187
COYOACAN,CHURUBUSCO COUNTRY CLUB,5533.245545816738,100383169.51473252
COYOACAN,CIUDAD JARDIN,2916.937195233723,1720520.202683532
COYOACAN,CIUDAD UNIVERSITARIA,4710.206432748545,1804565.940205847
COYOACAN,COPILCO EL ALTO,3625.8455940594563,602646.9870652895
COYOACAN,COPILCO EL BAJO,6632.31365131578,3697770.477726397
COYOACAN,COPILCO UNIVERSIDAD,5824.873252496468,1033738.2658878588
COYOACAN,CUADRANTE DE SAN FRANCISCO,3361.3718629550394,1407604.3923108508
COYOACAN,CULHUACAN C.T.M. SECCIÃ¯Â¿Â½N X,4093.485838474483,136232.70755025218
COYOACAN,CULHUACAN CTM CANAL NACIONAL,2848.5210000000006,640352.7894669636
COYOACAN,CULHUACAN CTM CROC,3273.75,307831.7262511329
COYOACAN,CULHUACAN CTM SECCION  I,3273.75,76865.10291762014
COYOACAN,CULHUACAN CTM SECCION  II,3273.75,83860.06979695431
COYOACAN,CULHUACAN CTM SECCION III,3273.75,79363.1356466877
COYOACAN,CULHUACAN CTM SECCION IX-A,3521.931722708429,127522.0641760719
COYOACAN,CULHUACAN CTM SECCION IX-B,3764.910000000001,116485.75382979993
COYOACAN,CULHUACAN CTM SECCION PILOTO,3273.75,103453.86805555556
COYOACAN,CULHUACAN CTM SECCION V,3272.541705619095,505225.4504378111
COYOACAN,CULHUACAN CTM SECCION VI,3273.75,131253.22872832353
COYOACAN,CULHUACAN CTM SECCION VII,3273.75,176224.89908235296
COYOACAN,CULHUACAN CTM SECCION VIII,3273.75,114061.82228714525
COYOACAN,CULHUACAN CTM SECCION X-A,3273.75,158150.55493421055
COYOACAN,DEL CARMEN,5499.795281476309,1920133.7421058954
COYOACAN,EDUCACION,2907.703573078195,405561.52868851536
COYOACAN,EL CARACOL,2953.5600000000054,660908.1542513929
COYOACAN,EL CENTINELA,3077.745076923093,470181.65671848756
COYOACAN,EL MIRADOR,4343.050450450456,893485.4082987221
COYOACAN,EL PARQUE DE COYOACAN,4516.5291863516795,1023176.2839603723
COYOACAN,EL RELOJ,2724.5309199134203,14040490.383058658
COYOACAN,EL ROSARIO,2528.1799999999944,5386579.467119617
COYOACAN,EL ROSEDAL,3185.068498122649,590993.5158843895
COYOACAN,EMILIANO ZAPATA,3929.1065546218356,7817721.505327157
COYOACAN,EMILIANO ZAPATA FRACCIONAMIENTO POPULAR,1853.75,181142.9507100992
COYOACAN,ESPARTACO,3115.2253634669214,2612522.2833628203
COYOACAN,EX EJIDO DE  SANTA URSULA COAPA,4957.264117647059,100948928.69558823
COYOACAN,EX EJIDO SAN PABLO TEPETLAPA,4778.68,774879806.8469999
COYOACAN,EX HACIENDA COAPA,5102.405362485615,42129055.42254737
COYOACAN,EX-EJIDO DE SAN FRANCISCO CULHUACAN,2811.7771766848928,658824.0233138221
COYOACAN,HACIENDAS DE COYOACAN,3375.4258683205717,586271.5907975187
COYOACAN,HERMOSILLO,2983.5832330827006,633843.5984562258
COYOACAN,HUAYAMILPAS,1544.8526365795785,388990.4602130642
COYOACAN,INSURGENTES CUICUILCO,5756.205791427604,11587837.035445856
COYOACAN,JARDINES DE COYOACAN,4532.286681564241,941566.7712158659
COYOACAN,JARDINES DEL PEDREGAL DE SAN ANGEL,4676.759063829753,4005776.505868093
COYOACAN,JOYAS DEL PEDREGAL,4054.0300000000025,1032343.1615681226
COYOACAN,LA OTRA BANDA,7609.058846153845,11359136.248721331
COYOACAN,LAS CAMPANAS,3123.5100000000043,557667.3451388429
COYOACAN,LOS CEDROS,3123.510000000005,517622.10874221416
COYOACAN,LOS CIPRESES,3942.068593750014,3398291.7581623592
COYOACAN,LOS GIRASOLES,4592.79117797229,945832.6285132673
COYOACAN,LOS OLIVOS,3324.0390692124042,493249.88869521505
COYOACAN,LOS SAUCES,3371.666577669906,33785263.71077034
COYOACAN,NUEVA DIAZ ORDAZ,1492.1700000000092,198195.54473015544
COYOACAN,OLIMPICA,3796.49280564264,727849.2532174251
COYOACAN,PARQUE SAN ANDRES,5655.638902857185,1151482.5881020995
COYOACAN,PASEOS DE TAXQUEÃ¯Â¿Â½A,5571.067600676324,553628.7414754182
COYOACAN,PASEOS DE TAXQUEï¿½A,6183.5377611940285,55552119.37313433
COYOACAN,PEDREGAL DE CARRASCO,4986.188001666818,1314797.9485490122
COYOACAN,PEDREGAL DE SANTA URSULA,1512.7183424827494,341192.01962530904
COYOACAN,PEDREGAL DE SANTO DOMINGO,1372.4673630303953,245159.87892097264
COYOACAN,PEDREGAL DE SN FRANCISCO,4979.079858299573,2637130.5193819827
COYOACAN,PETROLERA TAXQUEÃ¯Â¿Â½A,2802.7308350730686,520173.59485774086
COYOACAN,PETROLERA TAXQUEï¿½A,5816.677826086956,2527825.782608696
COYOACAN,PRADO CHURUBUSCO,3099.5406331309673,491871.4952907725
COYOACAN,PRADOS DE COYOACAN,2754.183415492957,462985.6479430082
COYOACAN,PRESIDENTES EJIDALES 1A SECCION,2593.330000000003,1084641.130303175
COYOACAN,PRESIDENTES EJIDALES 2A SECCION,3191.2580716029315,396771.948424121
COYOACAN,PUEBLO DE LOS REYES,2865.823897941707,630234.7237281387
COYOACAN,PUEBLO DE SANTA URSULA COAPA,3742.167746205975,2002457.4956890333
COYOACAN,PUEBLO LA CANDELARIA,1723.4728304361952,697750.5279956615
COYOACAN,PUEBLO SAN PABLO TEPETLAPA,3738.7062086513683,1350179.061386799
COYOACAN,ROMERO DE TERREROS,6055.683963133717,1872064.5681181888
COYOACAN,SAN DIEGO CHURUBUSCO,5665.688254486146,10864729.74025695
COYOACAN,SAN FRANCISCO CULHUACAN BARRIO DE LA MAGDALENA,5108.045138705422,2230268.9693920105
COYOACAN,SAN FRANCISCO CULHUACAN BARRIO DE SAN FRANCISCO,2177.0818040737004,740190.7231447268
COYOACAN,SAN FRANCISCO CULHUACAN BARRIO DE SAN JUAN,2970.420771756962,1407458.4960164747
COYOACAN,SAN FRANCISCO CULHUACAN BARRIO DE SANTA ANA,4836.08991395794,802873.9167390048
COYOACAN,SAN MATEO,5575.810483870937,1097024.3155989912
COYOACAN,SANTA CECILIA,3156.03829906537,507324.1110867158
COYOACAN,VIEJO EJIDO SANTA URSULA COAPA,2433.093603099441,795739.0093490278
COYOACAN,VILLA COYOACAN,5069.995207496592,1920791.5468907475
COYOACAN,VILLA QUIETUD,3269.9412121212117,520400.3755544538
COYOACAN,XOTEPINGO,3761.169148264973,526870.5493009464
CUAJIMALPA DE MORELOS,1RO DE MAYO,1502.849999999999,374612.85365853657
CUAJIMALPA DE MORELOS,ABDIAS GARCIA SOTO,1620.7100000000078,1349155.0814556717
CUAJIMALPA DE MORELOS,ADOLFO LOPEZ MATEOS,2183.410000000007,429695.0475219906
CUAJIMALPA DE MORELOS,AGUA BENDITA,196.3100000000001,516821.48091071437
CUAJIMALPA DE MORELOS,AHUATENCO,1421.470000000001,560589.5304570001
CUAJIMALPA DE MORELOS,AMADO NERVO,2183.4100000000026,856182.861626316
CUAJIMALPA DE MORELOS,AMPLIACION EL YAQUI,3151.96,1145481.9853473678
CUAJIMALPA DE MORELOS,AMPLIACION MEMETLA,1327.6700000000048,369640.07474659116
CUAJIMALPA DE MORELOS,BOSQUES DE LAS LOMAS,4913.359946589839,1779634.085044459
CUAJIMALPA DE MORELOS,CAMPESTRE PALO ALTO,3178.2379263565863,1748513.8597726745
CUAJIMALPA DE MORELOS,CONTADERO,1957.332247769405,1936317.9223651725
CUAJIMALPA DE MORELOS,COOPERATIVA PALO ALTO,3304.064532374099,3137144.1753281606
CUAJIMALPA DE MORELOS,CRUZ BLANCA,852.9069148936178,1506925.5345548394
CUAJIMALPA DE MORELOS,CUAJIMALPA,2459.116662741391,997533.8456619158
CUAJIMALPA DE MORELOS,EL EBANO,2014.2700000000027,180926.19047099192
CUAJIMALPA DE MORELOS,EL MOLINITO,1620.7100000000023,518720.0351416663
CUAJIMALPA DE MORELOS,EL MOLINO,2917.6962428842444,2714425.8869529665
CUAJIMALPA DE MORELOS,EL TIANGUILLO,872.1717293233093,806675.8079348486
CUAJIMALPA DE MORELOS,EL YAQUI,8391.961913333427,2937381.5551641593
CUAJIMALPA DE MORELOS,GRANJAS NAVIDAD,2338.110000000012,705586.6537851592
CUAJIMALPA DE MORELOS,GRANJAS PALO ALTO,3149.5588745980576,1290152.1956077663
CUAJIMALPA DE MORELOS,JESUS DEL MONTE,2142.1869164619457,2331218.4425969105
CUAJIMALPA DE MORELOS,LA MANZANITA,2153.1941624365595,722000.1685575342
CUAJIMALPA DE MORELOS,LA PILA,790.69,913711.4803749999
CUAJIMALPA DE MORELOS,LA VENTA,584.3360465116284,236651.28416395362
CUAJIMALPA DE MORELOS,LAS LAJAS,1098.5,312814.0294117647
CUAJIMALPA DE MORELOS,LAS MAROMAS,1098.5,2713466.2999364394
CUAJIMALPA DE MORELOS,LAS TINAJAS,2153.0900000000083,545352.9257509579
CUAJIMALPA DE MORELOS,LOCAXCO,1620.7099999999975,346641.3988376415
CUAJIMALPA DE MORELOS,LOMA DEL PADRE,1185.958257918549,1143723.9841697938
CUAJIMALPA DE MORELOS,LOMAS DE MEMETLA,2063.241852654387,692261.0251416486
CUAJIMALPA DE MORELOS,LOMAS DE SN PEDRO,1401.9372909699018,508596.4446381445
CUAJIMALPA DE MORELOS,LOMAS DE VISTA HERMOSA,3183.6685574907624,2486328.1668361016
CUAJIMALPA DE MORELOS,MANZANASTITLA,1992.924999999999,470862.8301673604
CUAJIMALPA DE MORELOS,MEMETLA,1620.7100000000032,453613.7910825137
CUAJIMALPA DE MORELOS,PUEBLO SAN LORENZO ACOPILCO,1195.3499567474119,824560.994380178
CUAJIMALPA DE MORELOS,PUEBLO SAN PABLO CHIMALPA,1080.2350519750476,420405.5110416319
CUAJIMALPA DE MORELOS,SAN JACINTO,196.31,630155.1
CUAJIMALPA DE MORELOS,SAN JOSE DE LOS CEDROS,2183.82581622347,407349.25988203316
CUAJIMALPA DE MORELOS,SAN MATEO TLALTENANGO,805.5526923076908,682092.8470755854
CUAJIMALPA DE MORELOS,SAN PEDRO,1776.0999999999929,617399.9768296699
CUAJIMALPA DE MORELOS,SANTA FE CUAJIMALPA,12422.483925640465,7406799.281147944
CUAJIMALPA DE MORELOS,TEPETONGO,2450.1447826086974,532057.2031733334
CUAJIMALPA DE MORELOS,XALPA,792.5442771084354,1545356.6682835368
CUAJIMALPA DE MORELOS,ZENTLAPATL,1411.2515735461734,865519.3307563383
CUAJIMALPA DE MORELOS,ZONA RUSTICA,387.46178502879,5264464.977687866
CUAUHTEMOC,ALGARIN,4922.093359746407,585791.3250219036
CUAUHTEMOC,ASTURIAS,3960.97883121124,651885.2171841195
CUAUHTEMOC,ATLAMPA,4023.90566238932,1538864.2423270561
CUAUHTEMOC,BUENAVISTA,5601.136812240537,6792810.409259529
CUAUHTEMOC,BUENOS AIRES,5081.896762562347,742977.6283720182
CUAUHTEMOC,CENTRO,6643.678046639285,1362508.1507725616
CUAUHTEMOC,CONDESA,4945.227868358844,485976.1193760681
CUAUHTEMOC,CUAUHTEMOC,10934.934650904137,1639544.5285401077
CUAUHTEMOC,DOCTORES,4889.192669189624,736901.808086566
CUAUHTEMOC,ESPERANZA,4116.9429539832,437751.6766216694
CUAUHTEMOC,EX HIPODROMO DE PERALVILLO,3516.8252458448865,660643.1989913898
CUAUHTEMOC,FELIPE PESCADOR,3340.2785337726664,307351.77559587825
CUAUHTEMOC,GUERRERO,4776.681832088685,341482.2854005774
CUAUHTEMOC,HIPODROMO,6048.37488359445,757990.8234295194
CUAUHTEMOC,HIPODROMO CONDESA,4864.059134615348,730454.7042310853
CUAUHTEMOC,JUAREZ,11215.080971788386,1261194.353100527
CUAUHTEMOC,MAZA,3567.926548223358,277186.1260110394
CUAUHTEMOC,MORELOS,3968.140798405999,249172.53132465645
CUAUHTEMOC,NONOALCO TLATELOLCO,5168.846000000004,162926.68417135437
CUAUHTEMOC,OBRERA,4129.412617368888,495865.5928967775
CUAUHTEMOC,PAULINO NAVARRO,3888.814871406966,371208.7747867675
CUAUHTEMOC,PERALVILLO,3972.85353705118,327800.05916918773
CUAUHTEMOC,ROMA NORTE,7247.82666461859,1007172.7494003101
CUAUHTEMOC,ROMA SUR,4965.016405442438,769784.2673626727
CUAUHTEMOC,SAN RAFAEL,5620.964702216867,820614.7630554176
CUAUHTEMOC,SAN SIMON TOLNAHUAC,3519.449999999963,330093.7433307637
CUAUHTEMOC,SANTA MARIA INSURGENTES,3915.679999999989,2934336.906955118
CUAUHTEMOC,SANTA MARIA LA RIBERA,4519.291227377039,513695.9324253889
CUAUHTEMOC,TABACALERA,8050.697515472969,2798178.364583833
CUAUHTEMOC,TRANSITO,4907.996853116087,1372023.9447853982
CUAUHTEMOC,VALLE GOMEZ,3580.246776418914,191199.9333166568
CUAUHTEMOC,VISTA ALEGRE,4092.487073837726,530499.0140398537
GUSTAVO A. MADERO,15 DE AGOSTO,2425.709999999992,360728.38035327854
GUSTAVO A. MADERO,25 DE JULIO,1832.907205387214,471107.82215759874
GUSTAVO A. MADERO,6 DE JUNIO,780.0870229007658,96772.77199999998
GUSTAVO A. MADERO,7 DE NOVIEMBRE,2126.1803937007967,918116.3069717037
GUSTAVO A. MADERO,ACUEDUCTO DE GUADALUPE,3615.757211043522,364052.62385170086
GUSTAVO A. MADERO,AHUEHUETES,699.2497626582301,139831.91886402547
GUSTAVO A. MADERO,AMPLIACION ARBOLEDAS,544.492366412216,110437.93984747089
GUSTAVO A. MADERO,AMPLIACION BENITO JUAREZ,862.0654773869384,190451.6660933332
GUSTAVO A. MADERO,AMPLIACION CASAS ALEMAN,1993.8899999999833,296601.0605363954
GUSTAVO A. MADERO,AMPLIACION CASTILLO GRANDE,850.0642990654202,194921.80510476194
GUSTAVO A. MADERO,AMPLIACION CHALMA DE GUADALUPE,985.9599999999997,246734.7104624391
GUSTAVO A. MADERO,AMPLIACION COCOYOTES,672.8999999999978,118916.17496721308
GUSTAVO A. MADERO,AMPLIACION EMILIANO ZAPATA,1981.8300000000008,252770.9578480002
GUSTAVO A. MADERO,AMPLIACION GABRIEL HERNANDEZ,1436.5249359239356,204908.50515641025
GUSTAVO A. MADERO,AMPLIACION GUADALUPE PROLETARIA,1916.838744186061,328465.429800466
GUSTAVO A. MADERO,AMPLIACION MALACATES,576.0015805471106,116653.98294042559
GUSTAVO A. MADERO,AMPLIACION MARTIRES DE RIO BLANCO,1981.829999999987,311316.6975603285
GUSTAVO A. MADERO,AMPLIACION PANAMERICANA,2882.7632608695767,691400.3222647829
GUSTAVO A. MADERO,AMPLIACION PROGRESO NACIONAL,2190.8819949281724,301744.9597087983
GUSTAVO A. MADERO,AMPLIACION PROVIDENCIA,2048.540000000008,232295.0909623486
GUSTAVO A. MADERO,AMPLIACION SAN JUAN DE ARAGON,2243.2199999999907,18768810.296261467
GUSTAVO A. MADERO,ARAGON INGUARAN,1981.8300000000172,300998.68164409354
GUSTAVO A. MADERO,ARAGON LA VILLA,2148.113769633497,1038140.5835993881
GUSTAVO A. MADERO,ARBOLEDAS,511.5868807339467,100810.82750555078
GUSTAVO A. MADERO,BARRIO CANDELARIA TICOMAN,1207.742779171894,341340.0259523413
GUSTAVO A. MADERO,BARRIO GUADALUPE TICOMAN,1157.0618911174822,406874.35828530265
GUSTAVO A. MADERO,BARRIO LA LAGUNA TICOMAN,3051.8799999999974,1158203.3774526597
GUSTAVO A. MADERO,BARRIO LA PURISIMA TICOMAN,2532.658798955649,520942.48197897617
GUSTAVO A. MADERO,BARRIO SAN JUAN Y GUADALUPE TICOMAN,1088.2753846153712,272960.4637074524
GUSTAVO A. MADERO,BARRIO SAN RAFAEL TICOMAN,1653.4379735682755,22521335.293646283
GUSTAVO A. MADERO,BELISARIO DOMINGUEZ,1981.8300000000015,260379.97863568628
GUSTAVO A. MADERO,BENITO JUAREZ,944.3299999999845,245255.0939339888
GUSTAVO A. MADERO,BONDOJITO,1981.8300000000042,4053270.5502218218
GUSTAVO A. MADERO,C T M ARAGON,2233.4399999999937,175507.12024393197
GUSTAVO A. MADERO,C T M ATZACOALCO,1715.6200000000063,143981.21440970548
GUSTAVO A. MADERO,C T M EL RISCO,1715.6200000000078,124957.47854464268
GUSTAVO A. MADERO,CAMPESTRE ARAGON,2041.860000000009,353150.23447271396
GUSTAVO A. MADERO,CAPULTITLAN,2611.5600000000068,486097.45194932946
GUSTAVO A. MADERO,CASTILLO CHICO,993.7471803852818,193498.83947296807
GUSTAVO A. MADERO,CASTILLO GRANDE,961.8280600461866,229742.90248392438
GUSTAVO A. MADERO,CERRO DEL GUERRERO,150.03703703703695,569176.0541074075
GUSTAVO A. MADERO,CERRO LOS GACHUPINES,2259.57,18822218.1
GUSTAVO A. MADERO,CHALMA DE GUADALUPE,985.3834736842022,446121.654403768
GUSTAVO A. MADERO,CHURUBUSCO TEPEYAC,2958.6681402936665,426381.074503437
GUSTAVO A. MADERO,COCOYOTES,602.6196476964716,125603.30826051558
GUSTAVO A. MADERO,COMPOSITORES MEXICANOS,635.3199999999882,131711.00792987348
GUSTAVO A. MADERO,CONSTITUCION DE LA REPUBLICA,2347.661232206398,444562.1052000003
GUSTAVO A. MADERO,CUAUTEPEC BARRIO ALTO,938.0199696509765,289387.9016219351
GUSTAVO A. MADERO,CUAUTEPEC DE MADERO,938.4799999999904,227538.89202654155
GUSTAVO A. MADERO,CUCHILLA DEL TESORO,2233.4399999999946,405994.5513657286
GUSTAVO A. MADERO,CUCHILLA LA JOYA,1981.8299999999867,308392.7948260369
GUSTAVO A. MADERO,D M NACIONAL,2337.305474620457,401054.03928532486
GUSTAVO A. MADERO,DEFENSORES DE LA REPUBLICA,2772.630292326452,436899.8494295481
GUSTAVO A. MADERO,DEL BOSQUE,938.4799999999934,139127.24890363612
GUSTAVO A. MADERO,DEL CARMEN,1041.79000000001,228472.28382279418
GUSTAVO A. MADERO,DEL OBRERO,1948.5,292795.5802323944
GUSTAVO A. MADERO,DINAMITA,2076.600452261307,309654.66531708546
GUSTAVO A. MADERO,EL ARBOLILLO,944.3300000000015,175824.6045183823
GUSTAVO A. MADERO,EL COYOL,2514.3281355932286,1094984.1863941133
GUSTAVO A. MADERO,EL OLIVO,2087.8308088235326,244168.04979852567
GUSTAVO A. MADERO,EL TEPETATAL,635.3200000000047,237557.26235000003
GUSTAVO A. MADERO,EMILIANO ZAPATA,1981.8300000000045,291584.21572443156
GUSTAVO A. MADERO,ESTANZUELA,2124.8772067039017,337372.08033445425
GUSTAVO A. MADERO,ESTRELLA,2738.011833460651,392318.5243612614
GUSTAVO A. MADERO,EX EJIDO SAN JUAN DE ARAGON SECTOR 32,2177.419999999999,12616803.26131256
GUSTAVO A. MADERO,EX EJIDO SAN JUAN DE ARAGON SECTOR 33,2252.96,438375.72827321064
GUSTAVO A. MADERO,EX ESCUELA DE TIRO,1981.8299999999967,307204.98219791654
GUSTAVO A. MADERO,FAJA DE ORO,1981.8300000000047,237063.41294520034
GUSTAVO A. MADERO,FERNANDO CASAS ALEMAN,1981.8300000000038,256203.5825618868
GUSTAVO A. MADERO,FERROCARRILERA,2530.2799999999993,305600.0908507042
GUSTAVO A. MADERO,FORESTAL,635.3200000000028,219721.1696244205
GUSTAVO A. MADERO,FORESTAL I,635.3200000000054,142566.7060261604
GUSTAVO A. MADERO,FORESTAL II,635.3200000000037,117024.92864840182
GUSTAVO A. MADERO,GABRIEL HERNANDEZ,1431.6993591905575,192335.84552861977
GUSTAVO A. MADERO,GENERAL FELIPE BERRIOZABAL,585.9299999999953,126998.4783532674
GUSTAVO A. MADERO,GERTRUDIS SANCHEZ 1A SECCION,1981.8299999999906,242882.67932409619
GUSTAVO A. MADERO,GERTRUDIS SANCHEZ 2A SECCION,1981.8300000000168,386323.78767394216
GUSTAVO A. MADERO,GERTRUDIS SANCHEZ 3A SECCION,1981.8300000000097,281560.13913924905
GUSTAVO A. MADERO,GRANJAS MODERNAS,2243.21999999999,2340567.7295708163
GUSTAVO A. MADERO,GUADALUPE INSURGENTES,3159.0910126582053,405309.47763814393
GUSTAVO A. MADERO,GUADALUPE PROLETARIA,2034.0587006028275,310202.9808005355
GUSTAVO A. MADERO,GUADALUPE TEPEYAC,2949.7289650198295,1269826.4087562643
GUSTAVO A. MADERO,GUADALUPE VICTORIA,2789.049275210118,498926.9653498417
GUSTAVO A. MADERO,GUADALUPE VICTORIA CUAUTEPEC,938.4800000000023,219156.41228900506
GUSTAVO A. MADERO,HERMOSA,1604.130000000002,324480.99220341444
GUSTAVO A. MADERO,HEROE DE NACOZARI,2652.603731343287,379537.0055069027
GUSTAVO A. MADERO,HEROES DE CERRO PRIETO,1981.8300000000017,263802.21415609744
GUSTAVO A. MADERO,HEROES DE CHAPULTEPEC,2252.9599999999973,1803777.166708659
GUSTAVO A. MADERO,INDECO,2252.959999999996,140519.015107269
GUSTAVO A. MADERO,INDUSTRIAL,3326.3315719063803,646312.0398394112
GUSTAVO A. MADERO,JORGE NEGRETE,1893.0541897065061,191004.0298805453
GUSTAVO A. MADERO,JUAN GONZALEZ ROMERO,1604.4407656249664,330329.62354015646
GUSTAVO A. MADERO,JUVENTINO ROSAS,635.3200000000032,138851.82530638293
GUSTAVO A. MADERO,LA CASILDA,587.5431742243557,113180.88552090965
GUSTAVO A. MADERO,LA CRUZ,1345.7604485488214,224257.91652970822
GUSTAVO A. MADERO,LA ESMERALDA,2530.280000000004,116218.51321536886
GUSTAVO A. MADERO,LA JOYA,1981.8300000000154,268978.2340096501
GUSTAVO A. MADERO,LA JOYITA,1981.8299999999879,264099.73711135134
GUSTAVO A. MADERO,LA LENGUETA,630.2827375886523,96105.09480363902
GUSTAVO A. MADERO,LA MALINCHE,2463.120000000017,396054.0383513728
GUSTAVO A. MADERO,LA PASTORA,945.6574091843786,379469.1071282338
GUSTAVO A. MADERO,LA PRADERA,2048.540000000009,680463.1326001539
GUSTAVO A. MADERO,LI LEGISLATURA,2136.8599999999997,113619.10177444447
GUSTAVO A. MADERO,LINDAVISTA NORTE,3663.342454108466,795654.0587643525
GUSTAVO A. MADERO,LINDAVISTA SUR,4180.093379749918,936893.6872185144
GUSTAVO A. MADERO,LINDAVISTA VALLEJO 1A SECCION,4214.409999999999,243245.1625034519
GUSTAVO A. MADERO,LINDAVISTA VALLEJO 2A SECCION,4447.438625156709,166332.07580025136
GUSTAVO A. MADERO,LINDAVISTA VALLEJO 3A SECCION,4253.984274193551,169531.22801411367
GUSTAVO A. MADERO,LOMA LA PALMA,635.3199999999998,181733.34347735753
GUSTAVO A. MADERO,LOMAS DE CUAUTEPEC,636.3463840224094,147702.17296190147
GUSTAVO A. MADERO,LUIS DONALDO COLOSIO,845.1194146341547,80396.10427768179
GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,3268.451343669248,8368462.673509042
GUSTAVO A. MADERO,MALACATES,779.1568838763721,158302.89697315425
GUSTAVO A. MADERO,MARTIN CARRERA,2425.709999999987,361948.0153457895
GUSTAVO A. MADERO,MARTIRES DE RIO BLANCO,1981.830000000012,269046.0613951126
GUSTAVO A. MADERO,MAXIMINO AVILA CAMACHO,2781.4121830986187,585713.2845401401
GUSTAVO A. MADERO,MONTEVIDEO,3663.7231944444397,472451.0381591663
GUSTAVO A. MADERO,NARCISO BASSOLS,2233.4399999999932,111237.86488849329
GUSTAVO A. MADERO,NUEVA ATZACOALCO,1803.0199999999609,343237.0793689973
GUSTAVO A. MADERO,NUEVA INDUSTRIAL VALLEJO,4341.346004074491,5028721.486346235
